
+------------------------------------------------------------+
|             PrintKurox -- Windows Print Daemon             |
|          Manual Duplex (Scenario B) + Silent Print         |
+------------------------------------------------------------+

[23:04:59] [94m[INFO][0m Printer Target: EPSON L3210 Series
[23:04:59] [92m[SUCCESS][0m SumatraPDF Engine: C:\Users\Richard Konsam\Desktop\DEVANANDA\autoprint\daemon\sumatra\SumatraPDF-3.5.2-64.exe
[11:22:32] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:22:50] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:23:08] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:23:25] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:23:43] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:24:00] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:24:17] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:24:35] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:24:54] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:25:12] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:25:30] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:25:48] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:26:06] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:26:25] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:26:42] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:27:00] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:27:19] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:27:36] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:27:55] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:28:13] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:28:31] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:28:49] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:29:07] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:29:25] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:29:43] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:30:01] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:30:19] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:30:37] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:30:54] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:31:12] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:31:30] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:31:49] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:32:08] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:32:26] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:32:45] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:33:03] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:33:21] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:33:40] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:33:58] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:34:16] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:34:34] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:34:52] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:35:10] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:35:28] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:35:45] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:36:03] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:36:21] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:36:39] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:36:57] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:37:15] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:37:34] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:37:52] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:38:10] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:38:29] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:38:47] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:39:05] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:39:23] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:39:41] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:39:59] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
[11:40:17] [93m[WARN][0m Network error communicating with Cloudflare: HTTPSConnectionPool(host='api.cloudflare.com', port=443): Max retries exceeded with url: /client/v4/accounts/948fd75d8b84a5cf20559d6aa789d4dd/d1/database/3f4d4547-e86b-4cdd-a867-9ebba19c12c9/query (Caused by NameResolutionError("HTTPSConnection(host='api.cloudflare.com', port=443): Failed to resolve 'api.cloudflare.com' ([Errno 11002] getaddrinfo failed)")). Retrying in 5s...
